RatID,Stage,Trial,Left Medium,Left Odor,Right Medium,Right Odor,Correct/Incorrect,Rewarded,Investigation,Omit/Note,nLatency,Latency,First Response (side),First Response (correct?)
42,SD,1,M1,O,M2,O,1,M1,Choice 1,,0:16,16,R,0
42,SD,2,M2,O,M1,O,1,M1,Choice 1,,0:04,4,R,1
42,SD,3,M2,O,M1,O,1,M1,Choice 1,,0:04,4,R,1
42,SD,4,M1,O,M2,O,0,M1,Choice 1,,0:04,4,R,0
42,SD,5,M2,O,M1,O,1,M1,Choice 1,,0:04,4,R,1
42,SD,6,M2,O,M1,O,1,M1,Choice 1,,0:04,4,R,1
42,SD,7,M1,O,M2,O,1,M1,Choice 2,,0:04,4,R,0
42,SD,8,M2,O,M1,O,0,M1,Choice 1,,0:06,6,L,0
42,SD,9,M1,O,M2,O,1,M1,Choice 1,,0:04,4,L,1
42,SD,10,M2,O,M1,O,1,M1,Choice 1,,0:04,4,R,1
42,SD,11,M1,O,M2,O,1,M1,Choice 2,,0:05,5,R,0
42,SD,12,M1,O,M2,O,1,M1,Choice 2,,0:04,4,R,0
42,SD,13,M2,O,M1,O,1,M1,Choice 1,,0:04,4,R,1
42,SD,14,M1,O,M2,O,1,M1,Choice 2,,0:05,5,R,0
42,CD,1,M1,O1,M2,O2,1,M1,Choice 2,,0:04,4,R,0
42,CD,2,M2,O2,M1,O1,0,M1,Choice 1,,0:07,7,L,0
42,CD,3,M2,O1,M1,O2,1,M1,Choice 1,,0:04,4,R,1
42,CD,4,M1,O2,M2,O1,1,M1,Choice 1,,0:06,6,L,1
42,CD,5,M2,O2,M1,O1,1,M1,Choice 1,,0:04,4,R,1
42,CD,6,M2,O1,M1,O2,1,M1,Choice 1,,0:04,4,R,1
42,CD,7,M1,O1,M2,O2,1,M1,Choice 2,,0:05,5,R,0
42,CD,8,M2,O2,M1,O1,1,M1,Choice 1,,0:05,5,R,1
42,CD,9,M1,O2,M2,O1,1,M1,Choice 2,,0:04,4,R,0
42,CD,10,M2,O1,M1,O2,1,M1,Choice 1,,0:04,4,R,1
42,CD,11,M1,O1,M2,O2,1,M1,Choice 2,,0:04,4,R,0
42,CD,12,M1,O2,M2,O1,1,M1,Choice 2,,0:06,6,R,0
42,REV1,1,M1,O1,M2,O2,0,M2,Choice 2,,0:05,5,R,1
42,REV1,2,M2,O2,M1,O1,0,M2,Choice 1,,0:04,4,R,0
42,REV1,3,M2,O1,M1,O2,0,M2,Choice 1,,0:04,4,R,0
42,REV1,4,M1,O2,M2,O1,1,M2,Choice 1,,0:04,4,R,1
42,REV1,5,M2,O2,M1,O1,1,M2,Choice 2,,0:04,4,R,0
42,REV1,6,M2,O1,M1,O2,0,M2,Choice 1,,0:05,5,R,0
