RatID,Stage,Trial,Left Medium,Left Odor,Right Medium,Right Odor,Correct/Incorrect,Rewarded,Investigation,Omit/Note,nLatency,Latency,First Response (side),First Response (correct?)
42,REV1,7,M1,O1,M2,O2,1,M2,Choice 2,,0:05,5,R,0
42,REV1,8,M2,O2,M1,O1,1,M2,Choice 2,,0:05,5,R,0
42,REV1,9,M1,O2,M2,O1,1,M2,Choice 1,,0:04,4,R,1
42,REV1,10,M2,O1,M1,O2,1,M2,Choice 2,,0:05,5,R,0
42,REV1,11,M1,O1,M2,O2,1,M2,Choice 1,,0:03,3,R,1
42,REV1,12,M1,O2,M2,O1,1,M2,Choice 1,,0:05,5,R,1
42,ID,1,M3,O3,M4,O4,1,M3,Choice 2,,0:04,4,R,0
42,ID,2,M4,O4,M3,O3,0,M3,Choice 1,,0:05,5,L,0
42,ID,3,M4,O3,M3,O4,1,M3,Choice 1,,0:04,4,R,1
42,ID,4,M3,O4,M4,O3,0,M3,Choice 1,,0:05,5,R,0
42,ID,5,M4,O4,M3,O3,1,M3,Choice 1,,0:04,4,R,1
42,ID,6,M4,O3,M3,O4,1,M3,Choice 1,,0:04,4,R,1
42,ID,7,M3,O3,M4,O4,0,M3,Choice 2,,0:05,5,R,0
42,ID,8,M4,O4,M3,O3,1,M3,Choice 1,,0:04,4,R,1
42,ID,9,M3,O4,M4,O3,1,M3,Choice 2,,0:04,4,R,0
42,ID,10,M4,O3,M3,O4,1,M3,Choice 1,,0:04,4,R,1
42,ID,11,M3,O3,M4,O4,1,M3,Choice 2,,0:04,4,R,0
42,ID,12,M3,O4,M4,O3,1,M3,Choice 2,,0:05,5,R,0
42,ID,13,M4,O4,M3,O3,1,M3,Choice 1,,0:04,4,R,1
42,REV2,1,M3,O3,M4,O4,0,M4,Choice 1,,0:06,6,L,0
42,REV2,2,M4,O4,M3,O3,1,M4,Choice 2,,0:05,5,R,0
42,REV2,3,M4,O3,M3,O4,0,M4,Choice 1,,0:04,4,R,1
42,REV2,4,M3,O4,M4,O3,0,M4,Choice 2,,0:09,9,R,1
42,REV2,5,M4,O4,M3,O3,0,M4,Choice 1,,0:06,6,R,0
42,REV2,6,M4,O3,M3,O4,0,M4,Choice 1,,0:05,5,R,0
42,REV2,7,M3,O3,M4,O4,1,M4,Choice 1,,0:04,4,R,1
42,REV2,8,M4,O4,M3,O3,1,M4,Choice 2,,0:05,5,R,0
42,REV2,9,M3,O4,M4,O3,1,M4,Choice 1,,0:04,4,R,1
42,REV2,10,M4,O3,M3,O4,1,M4,Choice 2,,0:04,4,R,0
42,REV2,11,M3,O3,M4,O4,1,M4,Choice 1,,0:03,3,R,1
42,REV2,12,M3,O4,M4,O3,1,M4,Choice 1,,0:04,4,R,1
42,ED,1,M5,O5,M6,O6,0,O5,Choice 2,,0:10,10,R,0
42,ED,2,M6,O6,M5,O5,1,O5,Choice 1,,0:04,4,R,1
42,ED,3,M6,O5,M5,O6,1,O5,Choice 1,,0:04,4,L,1
42,ED,4,M5,O6,M6,O5,1,O5,Choice 1,,0:08,8,R,1
42,ED,5,M6,O6,M5,O5,1,O5,Choice 1,,0:05,5,R,1
42,ED,6,M6,O5,M5,O6,1,O5,Choice 2,,0:06,6,R,0
42,ED,7,M5,O5,M6,O6,0,O5,Choice 1,,0:03,3,R,0
42,ED,8,M6,O6,M5,O5,1,O5,Choice 1,,0:04,4,R,1
42,ED,9,M5,O6,M6,O5,1,O5,Choice 1,,0:05,5,R,1
42,ED,10,M6,O5,M5,O6,1,O5,Choice 2,,0:06,6,R,0
42,ED,11,M5,O5,M6,O6,1,O5,Choice 2,,0:09,9,R,0
42,ED,12,M5,O6,M6,O5,1,O5,Choice 2,,0:09,9,L,0
42,ED,13,M6,O6,M5,O5,1,O5,Choice 1,,0:04,4,R,1
42,REV3,1,M5,O5,M6,O6,1,O6,Choice 1,,0:05,5,R,1
42,REV3,2,M6,O6,M5,O5,0,O6,Choice 1,,0:04,4,R,0
42,REV3,3,M6,O5,M5,O6,0,O6,Choice 1,,0:05,5,L,0
42,REV3,4,M5,O6,M6,O5,0,O6,Choice 1,,0:05,5,R,0
42,REV3,5,M6,O6,M5,O5,1,O6,Choice 2,,0:05,5,R,0
42,REV3,6,M6,O5,M5,O6,1,O6,Choice 1,,0:04,4,R,1
42,REV3,7,M5,O5,M6,O6,1,O6,Choice 1,,0:04,4,R,1
42,REV3,8,M6,O6,M5,O5,1,O6,Choice 2,,0:05,5,R,0
42,REV3,9,M5,O6,M6,O5,0,O6,Choice 1,,0:06,6,R,0
42,REV3,10,M6,O5,M5,O6,1,O6,Choice 1,,0:04,4,R,1
42,REV3,11,M5,O5,M6,O6,1,O6,Choice 1,,0:04,4,R,1
42,REV3,12,M5,O6,M6,O5,1,O6,Choice 2,,0:05,5,R,0
42,REV3,13,M6,O6,M5,O5,1,O6,Choice 2,,0:04,4,R,0
42,REV3,14,M5,O5,M6,O6,1,O6,Choice 1,,0:04,4,R,1
42,REV3,15,M5,O6,M6,O5,1,O6,Choice 1,,0:04,4,L,1
